id,name,category,cuisine,serving_size,serving_unit,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg
720,British Soup Green Curry,dessert,British,2,piece,251.0,3.4,76.4,14.1,3.7,3.2,1284,98
721,Turkish Fatteh Butter,dessert,Turkish,175,g,639.0,10.7,33.4,31.4,2.4,5.3,1432,55
722,Lebanese Rice Butter,bowl,Lebanese,290,ml,634.0,15.8,61.8,26.0,7.9,9.8,1169,46
723,British Porridge Stir-Fry,salad,British,1,piece,349.0,14.8,36.8,13.4,2.0,29.0,1094,30
724,Korean Mezze Shoyu,pasta,Korean,323,g,699.0,35.3,50.1,15.8,10.5,28.0,366,54
725,Peruvian Manousheh Teriyaki,snack,Peruvian,2,piece,572.0,12.0,35.0,21.2,1.1,22.8,513,109
726,Lebanese Pancake Tandoori,seafood,Lebanese,252,ml,479.0,33.9,15.3,6.6,4.4,15.3,1033,105
727,Lebanese Fish Miso,snack,Lebanese,2,piece,423.0,38.6,34.8,33.0,8.7,23.9,625,116
728,Mexican Curry Bowl,pasta,Mexican,1,piece,694.0,28.7,42.5,28.6,6.0,20.9,225,67
729,Indian Tuna Bowl,wrap,Indian,282,ml,531.0,21.2,83.4,27.4,7.3,14.5,293,15
730,Mexican Sayadieh Garlic,breakfast,Mexican,191,g,407.0,10.7,56.2,14.3,10.6,20.3,1433,32
731,American Grilled Veggies Casserole,rice,American,212,g,555.0,20.6,90.4,12.8,2.6,27.0,438,64
732,Greek Sayadieh Vindaloo,pasta,Greek,448,ml,678.0,15.6,109.6,23.6,2.4,17.6,1534,71
733,Thai Soup Stir-Fry,vegan,Thai,289,g,226.0,9.0,18.5,31.5,6.2,18.3,748,72
734,Peruvian Shawarma Roasted,lunch,Peruvian,1,piece,712.0,23.3,31.4,17.3,11.0,5.7,619,26
735,Lebanese Omelette Pho Style,bowl,Lebanese,1,piece,570.0,37.7,62.0,18.1,4.7,21.9,574,167
736,Lebanese Sayadieh Stir-Fry,wrap,Lebanese,1,piece,381.0,26.6,109.8,33.3,12.2,29.7,413,163
737,American Falafel On Rice,lunch,American,384,g,476.0,21.9,4.7,11.3,4.7,4.7,217,35
738,Italian Sambousek Red Curry,drink,Italian,201,ml,69.0,7.8,11.7,4.5,2.8,11.7,606,70
739,French Shish Taouk Spicy,stew,French,431,ml,716.0,45.0,46.0,19.8,5.1,2.2,807,120
740,Chinese Sayadieh Pesto,salad,Chinese,308,ml,337.0,4.8,29.7,16.3,1.3,6.6,777,6
741,Italian Rice Herb 1,salad,Italian,293,ml,446.0,15.5,20.3,35.7,2.7,12.7,885,18
742,Greek Stuffed Grape Leaves Sumac,snack,Greek,173,g,303.0,24.8,63.9,5.3,7.9,19.8,692,8
743,French Sushi With Hummus,bowl,French,413,ml,658.0,35.3,43.1,10.1,4.8,20.5,1190,11
744,Peruvian Waffle Tandoori,vegan,Peruvian,214,ml,252.0,7.1,26.0,15.4,10.3,19.8,449,51
745,Lebanese Tabbouleh With Pita,salad,Lebanese,205,ml,257.0,16.3,28.4,14.4,0.8,20.4,425,12
746,American Hummus With Pita,wrap,American,406,ml,427.0,32.3,91.5,25.3,6.1,12.8,209,55
747,French Kafta On Rice,dinner,French,320,ml,388.0,42.5,45.3,28.5,1.4,27.8,1472,128
748,Thai Potato Roll,vegetarian,Thai,372,ml,221.0,22.2,18.4,24.0,2.5,14.1,171,59
749,Thai Mushroom Plate,wrap,Thai,397,ml,484.0,24.4,97.4,25.0,1.7,6.9,1122,36
750,British Porridge With Veggies,wrap,British,1,piece,799.0,10.8,66.4,16.7,5.8,14.4,1190,35
751,Spanish Mujadara Pho Style,lunch,Spanish,328,g,501.0,26.3,14.9,31.3,4.3,7.9,502,97
752,British Salad Shoyu,pasta,British,498,ml,386.0,41.9,84.5,21.6,3.4,29.6,322,103
753,French Eggplant Pho Style,soup,French,253,ml,166.0,20.0,30.4,8.7,5.0,21.7,671,92
754,Greek Sushi Green Curry,stew,Greek,1,piece,691.0,34.1,30.7,30.5,5.7,27.9,367,46
755,Turkish Sambousek Roasted,salad,Turkish,374,ml,322.0,13.6,16.8,6.0,3.1,16.8,826,13
756,Moroccan Waffle Pesto,stew,Moroccan,307,g,548.0,22.4,27.1,30.0,11.4,21.0,943,147
757,Mexican Tuna Butter,sandwich,Mexican,2,piece,525.0,19.9,108.7,12.7,6.1,7.8,1009,167
758,Korean Pancake With Veggies,snack,Korean,200,g,607.0,12.8,73.8,26.9,5.5,16.5,812,65
759,Japanese Eggplant Green Curry,vegetarian,Japanese,1,piece,343.0,19.6,20.3,17.0,10.0,20.3,622,114
760,Korean Halloumi Herb,snack,Korean,427,ml,487.0,32.2,64.6,15.2,7.7,4.1,433,73
761,Turkish Burger Korma,dinner,Turkish,369,g,456.0,40.2,23.3,20.2,3.5,8.3,170,22
762,Lebanese Salad With Hummus,pasta,Lebanese,1,piece,720.0,13.7,78.4,18.4,5.2,8.2,1065,103
763,Thai Porridge Tomato,dessert,Thai,400,g,531.0,3.4,27.8,17.2,6.9,27.8,899,82
764,Greek Shawarma Vindaloo,vegan,Greek,313,ml,492.0,17.0,38.2,18.4,5.7,10.8,985,9
765,Indian Pancake Baked,dessert,Indian,1,piece,471.0,6.9,69.7,5.6,9.5,25.8,1265,150
766,Greek Porridge Roasted,rice,Greek,352,ml,448.0,36.9,94.2,20.5,1.3,22.7,698,79
767,Mexican Cauliflower Tandoori,sandwich,Mexican,133,g,569.0,24.2,42.3,10.5,9.2,1.7,1246,76
768,Chinese Burger Roasted,seafood,Chinese,2,piece,273.0,40.5,2.2,14.9,2.2,2.2,262,96
769,Thai Eggplant Miso,wrap,Thai,1,piece,714.0,28.5,72.0,6.0,9.2,18.1,800,28
770,Ethiopian Quinoa Green Curry,grill,Ethiopian,232,g,606.0,34.2,39.5,11.0,9.2,5.5,129,143
771,Lebanese Shish Taouk Shoyu,dinner,Lebanese,1,piece,717.0,32.2,40.1,22.5,2.6,23.4,1173,34
772,Turkish Halloumi On Rice,seafood,Turkish,1,piece,487.0,28.2,5.8,13.0,2.5,4.8,1037,52
773,Vietnamese Sayadieh Stir-Fry,wrap,Vietnamese,427,g,554.0,35.2,60.3,10.1,4.3,10.5,1131,70
774,Spanish Shish Taouk Sumac,breakfast,Spanish,439,g,361.0,28.5,65.7,30.5,0.7,20.3,391,109
775,Lebanese Sujuk On Quinoa,wrap,Lebanese,2,piece,459.0,17.2,78.5,32.2,1.8,7.6,594,80
776,Vietnamese Sayadieh Za'atar,lunch,Vietnamese,2,piece,610.0,25.7,58.5,23.5,1.2,1.7,585,84
777,Lebanese Fatteh Skewers,drink,Lebanese,493,ml,230.0,13.2,51.2,7.1,7.2,27.7,731,52
778,Japanese Sfiha Plate,grill,Japanese,374,g,310.0,40.4,41.3,15.4,9.7,25.4,688,132
779,Korean Kafta Tahini,pasta,Korean,2,piece,498.0,30.0,112.3,10.7,8.4,13.7,1314,136
780,Mediterranean Manousheh Plate,vegan,Mediterranean,1,piece,165.0,15.3,38.4,29.1,6.2,17.5,1008,119
781,Brazilian Shrimp Masala,vegetarian,Brazilian,309,g,371.0,19.8,18.3,7.9,9.2,18.3,838,156
782,American Tuna Pho Style,dinner,American,336,ml,587.0,37.6,51.5,28.9,4.6,7.9,884,56
783,Turkish Cauliflower Ramen Style,dessert,Turkish,2,piece,437.0,6.8,35.7,27.8,10.4,25.1,1037,86
784,American Halloumi Plate,salad,American,2,piece,469.0,19.8,27.8,32.3,4.1,9.1,420,32
785,Moroccan Mushroom With Pita,sandwich,Moroccan,165,g,746.0,22.9,97.3,16.7,5.5,22.1,1128,60
786,Spanish Omelette Baked,rice,Spanish,439,g,635.0,30.1,83.7,11.8,3.2,31.0,1255,63
787,Moroccan Sushi With Hummus,dinner,Moroccan,276,ml,374.0,34.8,5.8,31.7,5.4,5.8,650,161
788,Moroccan Cauliflower Grilled,grill,Moroccan,2,piece,481.0,33.5,58.1,15.6,8.0,9.8,318,40
789,American Sfiha Butter,drink,American,140,g,270.0,10.8,57.8,4.9,5.8,12.4,391,163
790,Mexican Shrimp Plate,snack,Mexican,261,ml,452.0,22.2,80.9,24.8,0.9,0.8,166,78
791,American Stew Za'atar,lunch,American,2,piece,370.0,20.8,23.8,13.8,5.2,2.0,1432,73
792,Brazilian Fattoush Butter,breakfast,Brazilian,469,ml,333.0,17.0,43.0,39.0,8.3,2.9,811,134
793,American Lentil Tomato,drink,American,1,piece,61.0,14.6,31.1,1.4,3.4,13.6,1127,57
794,Peruvian Shish Taouk Spicy,dessert,Peruvian,326,ml,497.0,6.2,80.3,5.6,10.2,10.8,174,29
795,American Shrimp Sumac,sandwich,American,203,ml,539.0,34.0,50.6,29.7,11.1,11.6,1419,69
796,Lebanese Stuffed Grape Leaves Masala,dessert,Lebanese,301,ml,649.0,4.1,77.7,19.7,6.8,20.0,1045,54
797,Italian Stuffed Grape Leaves Plate,wrap,Italian,1,piece,496.0,26.0,52.4,24.1,4.3,28.7,596,76
798,Italian Tuna Sumac,vegan,Italian,1,piece,488.0,9.5,10.6,27.1,4.6,10.6,331,138
799,Brazilian Sfiha Vindaloo,sandwich,Brazilian,243,g,404.0,15.3,86.3,24.5,10.4,23.0,337,154
800,Indian Tabbouleh Za'atar,rice,Indian,2,piece,816.0,26.1,53.7,36.0,0.5,8.2,961,54
801,British Fish Harissa,dinner,British,167,g,629.0,39.9,46.4,31.6,3.1,22.1,949,58
802,Lebanese Chickpea Sumac,dessert,Lebanese,359,g,495.0,7.4,38.6,9.3,3.7,9.9,1003,83
803,British Fattoush Baked,bowl,British,2,piece,598.0,13.1,117.0,34.9,4.8,8.8,1599,65
804,French Omelette Garlic,wrap,French,2,piece,760.0,35.2,59.8,9.7,12.9,19.4,1016,62
805,Vietnamese Pasta Roll,wrap,Vietnamese,1,piece,677.0,34.3,88.7,31.3,7.6,9.6,1010,39
806,Lebanese Potato Ramen Style,seafood,Lebanese,266,ml,432.0,28.6,32.1,23.1,6.6,19.5,967,104
807,Lebanese Omelette Roasted,snack,Lebanese,1,piece,705.0,17.7,58.1,27.1,7.7,25.2,1143,6
808,Korean Lamb Sumac,vegan,Korean,2,piece,292.0,21.0,15.9,9.4,7.0,8.9,473,59
809,Korean Kibbeh With Pita,dessert,Korean,492,ml,342.0,5.9,29.6,19.8,12.5,8.3,1281,35
810,Brazilian Shish Taouk With Pita,rice,Brazilian,398,g,768.0,20.9,86.8,28.7,10.6,7.1,1319,16
811,Spanish Porridge Lemon,seafood,Spanish,260,ml,515.0,30.1,9.5,12.9,4.4,4.5,330,2
812,Thai Tabbouleh Red Curry,vegetarian,Thai,1,piece,385.0,6.3,12.8,25.5,10.7,12.8,1254,22
813,Greek Halloumi Casserole 1,rice,Greek,2,piece,413.0,42.6,75.7,7.7,7.3,21.4,531,84
814,Chinese Noodles Yogurt,sandwich,Chinese,124,g,492.0,11.4,88.6,32.4,5.6,17.7,966,70
815,Peruvian Fatteh Teriyaki,rice,Peruvian,2,piece,534.0,35.4,72.9,17.2,11.6,7.3,899,12
816,Turkish Stew Ramen Style,sandwich,Turkish,151,g,794.0,41.2,93.2,22.4,1.8,25.8,451,57
817,Brazilian Burger Stir-Fry,sandwich,Brazilian,2,piece,601.0,25.0,87.8,8.5,12.9,0.7,797,112
818,Vietnamese Tofu With Pita,drink,Vietnamese,435,g,102.0,13.2,19.9,0.3,7.2,19.9,1150,20
819,Korean Kafta Tomato,grill,Korean,2,piece,555.0,32.6,49.5,36.2,7.6,27.2,1534,8
820,Lebanese Waffle Skewers,dinner,Lebanese,1,piece,390.0,25.3,61.6,30.2,12.4,26.2,168,155
821,Lebanese Salad Za'atar 1,rice,Lebanese,314,ml,536.0,33.7,50.3,14.3,2.4,12.3,445,13
822,Indian Kafta Miso,dinner,Indian,292,g,279.0,33.7,53.2,8.6,4.3,4.6,1306,76
823,Spanish Tofu Lemon,pasta,Spanish,330,g,567.0,25.7,107.0,8.7,8.3,4.6,628,27
824,Mexican Beef Wrap,bowl,Mexican,2,piece,651.0,12.5,97.0,30.5,1.6,18.9,859,24
825,Indian Burger Red Curry,stew,Indian,435,ml,658.0,35.8,7.8,13.3,1.9,7.8,724,115
826,Mediterranean Mujadara Ramen Style 1,seafood,Mediterranean,399,g,270.0,34.8,26.2,15.6,8.2,15.0,1113,98
827,American Tabbouleh Shoyu,soup,American,330,ml,155.0,6.8,12.0,12.0,7.9,9.7,1570,129
828,Mediterranean Turkey Grilled,lunch,Mediterranean,467,ml,618.0,35.2,14.1,16.0,1.0,0.8,1411,59
829,Lebanese Fatteh Masala,wrap,Lebanese,2,piece,604.0,31.7,45.0,12.7,6.0,5.8,443,53
830,Vietnamese Lamb Za'atar,breakfast,Vietnamese,417,g,244.0,15.0,60.8,26.6,10.4,9.4,344,58
831,Lebanese Pancake Pesto,drink,Lebanese,2,piece,256.0,8.2,28.1,9.9,7.4,12.6,1271,112
832,Lebanese Sujuk Stir-Fry,wrap,Lebanese,389,g,585.0,28.8,86.2,17.9,8.7,13.8,1063,36
833,Lebanese Tofu Lemon,seafood,Lebanese,1,piece,535.0,24.3,18.8,21.8,4.7,14.8,472,84
834,French Falafel Red Curry,soup,French,260,ml,266.0,6.1,21.3,4.3,0.9,10.6,215,101
835,Moroccan Fatteh Herb,bowl,Moroccan,379,ml,357.0,36.8,90.7,11.1,2.8,9.2,876,146
836,Japanese Burger Tahini,pasta,Japanese,1,piece,515.0,37.9,74.5,12.4,7.6,10.0,1101,4
837,Chinese Soup Garlic,grill,Chinese,300,g,402.0,19.6,7.8,20.0,0.6,7.8,1015,46
838,French Sujuk Bowl,breakfast,French,1,piece,392.0,23.2,61.1,31.5,0.9,16.3,146,131
839,Peruvian Sambousek Za'atar,grill,Peruvian,473,ml,438.0,36.3,20.2,37.1,8.4,15.5,1463,78
840,Lebanese Sujuk Teriyaki,salad,Lebanese,241,g,169.0,22.5,16.1,20.1,9.3,16.1,462,68
841,Greek Pasta Harissa,rice,Greek,420,ml,516.0,20.3,61.4,14.5,4.8,20.4,379,32
842,Indian Burger Red Curry 1,pasta,Indian,312,ml,480.0,21.4,71.6,21.4,5.6,26.7,1413,136
843,Indian Shrimp Za'atar,vegetarian,Indian,1,piece,542.0,5.6,17.7,22.6,2.6,17.7,1089,126
844,Peruvian Lentil Harissa,soup,Peruvian,340,ml,421.0,8.8,39.1,8.0,11.6,19.0,1174,145
845,Lebanese Fish With Veggies,breakfast,Lebanese,223,g,694.0,14.4,20.3,13.3,10.8,11.6,1465,99
846,Vietnamese Tabbouleh On Rice,salad,Vietnamese,384,g,222.0,23.5,16.3,8.9,11.4,12.8,930,104
847,Japanese Eggplant Herb,sandwich,Japanese,229,ml,363.0,36.0,72.2,19.6,9.2,17.4,1465,57
848,Peruvian Burrito Pho Style,breakfast,Peruvian,465,ml,734.0,33.8,15.0,10.3,4.2,12.5,345,168
849,Indian Tabbouleh Grilled,stew,Indian,380,ml,662.0,18.6,54.2,19.4,2.5,25.6,386,45
850,Lebanese Fish Pesto,salad,Lebanese,1,piece,305.0,12.7,10.6,25.5,8.6,10.6,213,81
851,Lebanese Fattoush Za'atar,breakfast,Lebanese,418,g,383.0,8.8,49.4,28.8,4.3,23.6,1273,123
852,Lebanese Mezze Teriyaki,pasta,Lebanese,1,piece,431.0,11.3,64.7,23.1,8.8,24.8,1183,129
853,American Potato Skewers,snack,American,243,g,327.0,34.8,74.0,31.6,0.6,0.4,1262,142
854,American Porridge With Veggies,bowl,American,1,piece,429.0,32.9,57.1,29.2,1.5,2.9,1516,0
855,Chinese Sujuk On Quinoa,dinner,Chinese,2,piece,469.0,22.2,54.1,22.2,2.4,7.9,960,126
856,Mexican Tuna Tahini,dinner,Mexican,243,ml,507.0,45.8,40.6,25.2,1.3,5.2,525,148
857,Peruvian Sushi Casserole,wrap,Peruvian,260,g,658.0,29.3,70.4,22.8,10.6,6.9,1059,9
858,Greek Waffle Shoyu,lunch,Greek,342,g,719.0,33.0,60.0,26.8,4.2,23.6,1411,114
859,Italian Noodles With Pita,stew,Italian,2,piece,458.0,27.1,31.3,22.3,8.9,6.7,348,108
860,Korean Burger Tandoori,rice,Korean,245,ml,664.0,21.0,103.6,30.5,9.3,11.1,1285,23
861,Moroccan Lentil Ramen Style,salad,Moroccan,191,g,150.0,13.8,18.6,10.4,5.9,4.5,1208,130
862,Indian Rice Shoyu,seafood,Indian,280,g,482.0,28.8,3.2,24.0,3.2,3.2,314,82
863,Indian Fattoush Garlic,breakfast,Indian,389,ml,528.0,19.1,16.9,9.3,3.6,16.9,1201,134
864,Lebanese Manousheh Harissa,bowl,Lebanese,189,g,504.0,17.3,102.6,15.3,11.2,29.6,1224,90
865,Turkish Shawarma Pho Style 1,drink,Turkish,353,g,181.0,3.5,46.6,6.3,10.0,16.3,1241,57
866,Lebanese Burger Stir-Fry,seafood,Lebanese,268,g,504.0,38.4,8.0,7.6,8.0,1.7,444,97
867,British Hummus On Quinoa,drink,British,495,ml,202.0,12.9,37.1,8.1,12.1,30.3,299,122
868,Indian Tabbouleh Pesto,vegan,Indian,326,ml,474.0,5.2,19.0,9.3,0.8,19.0,1163,12
869,American Soup Garlic,rice,American,1,piece,444.0,34.4,65.0,10.6,6.8,7.7,839,46
870,Mediterranean Taco With Hummus,vegetarian,Mediterranean,224,g,419.0,15.3,30.6,23.3,4.8,9.4,1218,5
871,Peruvian Sushi Roll,lunch,Peruvian,2,piece,393.0,21.9,9.6,13.2,7.1,9.6,486,132
872,Lebanese Shish Taouk Skewers 1,stew,Lebanese,320,ml,345.0,33.0,51.0,28.2,7.2,2.8,427,26
873,Japanese Stuffed Grape Leaves Red Curry,lunch,Japanese,137,g,655.0,24.3,7.1,13.4,3.1,4.4,1274,77
874,Lebanese Burrito Plate,grill,Lebanese,2,piece,524.0,21.7,17.2,9.7,3.4,15.9,648,13
875,Ethiopian Mortadella Yogurt,salad,Ethiopian,296,g,499.0,19.2,19.2,21.0,6.2,4.6,385,94
876,Turkish Eggplant Casserole,rice,Turkish,208,ml,668.0,31.8,81.5,19.1,2.8,1.3,1322,127
877,Indian Sfiha Yogurt,grill,Indian,2,piece,436.0,18.6,37.2,22.0,10.1,7.1,778,46
878,Mexican Burrito Za'atar,soup,Mexican,1,piece,422.0,16.6,12.6,9.9,6.6,8.1,1407,130
879,Lebanese Beef Roll,breakfast,Lebanese,432,g,655.0,15.9,32.4,24.5,2.3,1.6,410,30
880,Lebanese Stuffed Grape Leaves Plate,wrap,Lebanese,431,ml,791.0,20.0,61.2,34.6,11.2,25.2,422,154
881,Lebanese Tuna Bowl,seafood,Lebanese,148,g,309.0,38.9,16.2,15.0,3.4,16.2,727,108
882,Italian Beef Wrap,rice,Italian,329,ml,584.0,15.9,42.7,33.4,8.4,30.0,1387,118
883,Indian Mujadara Stir-Fry,breakfast,Indian,197,g,401.0,7.6,46.4,33.7,9.6,12.4,1356,73
884,Mediterranean Pancake With Hummus,dinner,Mediterranean,446,ml,554.0,30.4,55.5,28.1,6.8,9.8,1018,66
885,Greek Sayadieh Casserole,pasta,Greek,388,g,669.0,24.1,75.8,16.0,5.3,17.6,1303,51
886,Korean Sambousek Garlic,vegetarian,Korean,233,g,567.0,27.0,16.5,16.7,8.5,16.5,1418,100
887,Indian Falafel Harissa,rice,Indian,446,g,629.0,27.1,84.9,14.2,7.2,29.9,1206,115
888,Lebanese Soup Sumac,pasta,Lebanese,2,piece,547.0,28.4,96.1,27.0,12.3,7.0,1047,25
889,Indian Halloumi Korma,vegan,Indian,422,g,387.0,10.1,32.9,12.7,2.6,17.3,1294,27
890,Lebanese Sayadieh Skewers,salad,Lebanese,203,g,523.0,13.2,22.2,16.8,8.4,8.9,645,32
891,Peruvian Sambousek Korma,lunch,Peruvian,284,g,493.0,28.2,33.4,31.8,9.9,24.9,756,101
892,Vietnamese Lamb Korma,rice,Vietnamese,276,g,652.0,13.7,99.5,29.3,12.2,15.0,1265,42
893,Mediterranean Sayadieh Miso,vegetarian,Mediterranean,322,g,180.0,17.8,29.4,24.1,0.8,14.5,205,27
894,Peruvian Stuffed Grape Leaves Roll,vegetarian,Peruvian,375,ml,400.0,13.8,38.7,12.8,2.2,8.1,537,16
895,Italian Potato Bowl,seafood,Italian,432,ml,503.0,40.3,21.9,5.6,2.5,9.6,1004,127
896,Korean Halloumi Garlic,snack,Korean,163,g,672.0,27.4,11.6,19.4,9.4,11.6,1068,139
897,Lebanese Lamb Stir-Fry,seafood,Lebanese,367,ml,428.0,23.3,8.5,25.8,5.0,8.5,1492,155
898,Lebanese Salad Lemon,dinner,Lebanese,1,piece,542.0,32.2,32.4,19.0,10.6,17.9,838,16
899,Lebanese Fatteh Sumac,drink,Lebanese,242,g,159.0,7.5,7.3,3.0,6.3,7.3,1176,48
900,Vietnamese Mujadara Butter,soup,Vietnamese,343,ml,164.0,14.3,30.3,11.9,10.4,4.7,316,87
901,Italian Salad Garlic,dinner,Italian,326,g,476.0,37.2,55.4,29.7,5.1,22.1,175,50
902,Indian Mortadella Miso,pasta,Indian,2,piece,428.0,35.3,69.8,31.8,6.0,11.6,1254,96
903,Ethiopian Rice Plate,dinner,Ethiopian,219,ml,366.0,50.4,14.1,27.4,5.1,12.8,824,139
904,Thai Fattoush Butter,stew,Thai,1,piece,620.0,43.4,36.2,22.4,8.1,17.4,1165,21
905,Vietnamese Curry Skewers,vegetarian,Vietnamese,388,ml,573.0,24.6,33.7,13.0,12.2,10.6,492,33
906,Indian Sambousek Harissa,vegan,Indian,279,ml,311.0,17.7,35.9,30.8,2.0,22.5,512,106
907,Brazilian Burger Ramen Style,soup,Brazilian,1,piece,359.0,22.6,28.4,6.1,9.6,24.9,372,103
908,Chinese Salad Tandoori,dessert,Chinese,1,piece,311.0,2.5,31.5,15.5,6.5,11.2,201,123
909,Vietnamese Omelette Stir-Fry,vegetarian,Vietnamese,2,piece,215.0,5.6,23.4,32.3,6.9,13.4,612,17
910,Greek Lamb Skewers,lunch,Greek,232,ml,499.0,20.4,9.5,25.9,5.0,1.1,951,8
911,British Rice Pesto,grill,British,192,g,534.0,39.3,52.4,16.4,3.0,0.6,865,113
912,Spanish Shrimp Grilled,breakfast,Spanish,2,piece,644.0,14.3,36.6,7.8,9.6,6.2,704,24
913,Chinese Potato On Rice,breakfast,Chinese,373,ml,488.0,18.0,22.3,8.3,1.4,20.9,713,115
914,British Stew Stir-Fry,breakfast,British,410,g,434.0,28.6,40.4,15.9,6.1,18.0,1244,94
915,Italian Shrimp Sumac,rice,Italian,191,g,515.0,18.5,91.2,32.5,4.9,26.7,1464,111
916,Italian Sujuk Pho Style,breakfast,Italian,307,ml,200.0,18.8,35.0,18.9,5.3,9.9,467,138
917,Lebanese Pancake Vindaloo,vegan,Lebanese,399,g,496.0,11.3,33.5,7.1,10.1,2.5,988,7
918,Japanese Lentil Shoyu,grill,Japanese,461,ml,412.0,33.4,15.2,10.5,11.3,15.2,977,134
919,Mexican Rice Garlic,seafood,Mexican,125,g,593.0,35.4,2.3,20.7,2.3,2.3,866,125
920,Greek Stew Lemon,drink,Greek,379,g,117.0,4.1,16.0,9.7,6.2,16.0,659,26
921,American Salad Stir-Fry,pasta,American,273,ml,425.0,13.2,56.9,24.4,9.1,2.0,635,0
922,Vietnamese Soup Green Curry,rice,Vietnamese,1,piece,589.0,39.0,106.5,16.3,7.5,21.7,1159,120
923,Lebanese Chickpea Wrap,seafood,Lebanese,144,g,628.0,43.1,3.6,24.2,3.6,3.6,160,81
924,Indian Noodles Ramen Style,drink,Indian,1,piece,238.0,2.1,27.3,10.5,10.6,14.7,653,111
925,Indian Fish Pesto,wrap,Indian,416,g,743.0,18.3,42.4,18.9,4.8,19.0,697,92
926,Ethiopian Taco Skewers,lunch,Ethiopian,299,ml,451.0,35.1,5.8,11.0,5.8,5.8,207,83
927,Lebanese Kafta Tandoori,rice,Lebanese,386,ml,505.0,12.2,80.4,10.1,5.9,15.4,1239,6
928,Peruvian Sujuk With Veggies,drink,Peruvian,2,piece,207.0,2.0,37.0,8.3,2.5,27.0,454,32
929,Lebanese Pasta Pho Style,soup,Lebanese,257,g,374.0,8.5,24.3,6.5,10.5,0.0,201,130
930,Vietnamese Burger Garlic,sandwich,Vietnamese,1,piece,391.0,24.1,104.2,24.2,11.9,25.8,1455,41
931,Turkish Curry Herb,stew,Turkish,2,piece,601.0,33.5,19.6,23.2,10.4,6.6,145,74
932,Ethiopian Fish Ramen Style,rice,Ethiopian,440,ml,429.0,31.9,72.5,28.0,2.8,26.4,699,22
933,Brazilian Fatteh Sumac,wrap,Brazilian,369,ml,475.0,16.9,82.0,32.9,8.0,22.8,1371,8
934,Lebanese Beef With Veggies,seafood,Lebanese,235,ml,340.0,42.9,15.1,24.7,7.4,12.4,1320,46
935,Mexican Omelette Za'atar,stew,Mexican,153,g,314.0,38.7,12.3,18.2,10.1,12.3,1130,103
936,Lebanese Lamb Spicy,salad,Lebanese,495,ml,269.0,17.0,35.3,14.3,6.4,1.1,1227,47
937,Lebanese Waffle Bowl,lunch,Lebanese,380,g,653.0,41.2,29.7,14.1,3.6,23.3,203,90
938,Korean Shrimp Masala,dessert,Korean,283,g,300.0,4.1,48.6,14.6,2.3,13.6,715,146
939,Spanish Fattoush On Quinoa,sandwich,Spanish,199,g,381.0,13.4,41.7,21.1,1.7,3.0,676,21
940,Turkish Grilled Veggies Butter,sandwich,Turkish,322,ml,748.0,29.2,84.7,26.4,3.9,20.7,1319,102
941,Spanish Fish Wrap,dinner,Spanish,316,ml,693.0,34.2,60.6,30.4,10.9,14.0,1297,124
942,Turkish Chicken Garlic,salad,Turkish,324,ml,360.0,25.9,15.9,32.9,3.4,15.9,1504,151
943,Lebanese Porridge With Hummus,breakfast,Lebanese,1,piece,544.0,18.3,17.4,34.3,12.5,6.5,347,116
944,Ethiopian Curry Ramen Style,rice,Ethiopian,2,piece,435.0,32.8,90.4,7.1,11.5,17.6,515,158
945,Thai Omelette Skewers,wrap,Thai,448,ml,580.0,25.8,109.9,24.4,12.0,27.0,461,45
946,Mediterranean Mortadella Teriyaki,dessert,Mediterranean,295,g,234.0,10.2,57.6,18.0,5.8,30.6,1304,46
947,Brazilian Sushi On Rice,breakfast,Brazilian,2,piece,469.0,24.7,43.9,25.4,9.9,26.8,1460,65
948,Mexican Chicken Shoyu,soup,Mexican,228,g,187.0,14.1,10.4,15.8,8.3,4.7,488,38
949,Moroccan Manousheh Roasted,salad,Moroccan,292,ml,387.0,16.9,13.1,36.4,11.1,13.1,131,40
950,Japanese Shish Taouk Miso,snack,Japanese,236,ml,577.0,32.4,45.8,8.4,7.9,8.1,228,122
951,Spanish Quinoa Plate,vegetarian,Spanish,2,piece,507.0,7.3,13.3,10.2,2.5,13.3,930,83
952,Lebanese Shish Taouk Shoyu 1,rice,Lebanese,386,g,733.0,23.2,54.3,25.2,6.4,18.5,1135,163
953,Vietnamese Sujuk On Quinoa,bowl,Vietnamese,1,piece,793.0,11.6,55.8,23.7,0.7,20.9,665,56
954,Lebanese Falafel Spicy,bowl,Lebanese,316,g,546.0,12.2,44.9,18.4,10.8,19.7,534,90
955,Turkish Rice Casserole,vegetarian,Turkish,403,g,169.0,10.8,43.0,8.9,3.4,11.2,325,53
956,Italian Tofu Korma,pasta,Italian,421,ml,490.0,9.9,55.2,10.5,1.4,3.8,776,88
957,Lebanese Sayadieh With Veggies,dessert,Lebanese,466,ml,312.0,4.0,82.6,12.8,3.9,27.1,942,92
958,Brazilian Fattoush Red Curry,vegetarian,Brazilian,1,piece,464.0,18.3,10.4,29.8,4.9,10.4,448,7
959,Lebanese Lamb Butter,seafood,Lebanese,321,ml,299.0,24.9,29.3,23.8,3.5,10.4,390,152
